STATE;GRANTEE;OWNER;OBJECT_TYPE;TABLE_NAME;GRANTOR;PRIVILEGE;GRANTABLE;HIERARCHY
O;DBREAD;VBLCZ_APEX_200;VIEW;N_PREDMETDPPALIVO_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_PREDMETDPPREVODOVKA_ACIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_PREDMETDPPREVODOVKA_CIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;N_PREDMETDPTYPOA_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;N_PREDMETDPTYP_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_PREDMETDPVYBAVA_ACIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_PREDMETDPVYBAVA_CIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;N_PREDMETDPVYBAVA_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_PREDMETDPZNACKADRUH_ACIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_PREDMETDPZNACKADRUH_CIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;N_PREDMETDPZNACKAOA_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;N_PREDMETDPZNACKAUA_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;N_PREDMETDPZNACKA_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;N_PREDMETPODSKUPINA_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_PREDMETPROVERKAPUV_ACIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_PREDMETPROVERKAPUV_CIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_PREDMETREZIMPREDANI_ACIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_PREDMETREZIMPREDANI_CIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;N_PREDMETSKUPINA_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_PREDMETZHTYP_ACIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_PREDMETZHTYP_CIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_SMLOUVASKUPINA_ACIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_SMLOUVASKUPINA_CIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_SMLOUVATYPUKONCENI_ACIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;N_SMLOUVATYPUKONCENI_CIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;R_ADISREGDICPOSLREP_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;R_ADISREGDICREP_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;R_ADISREGDIC_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;R_ARESADRESYICOREP_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;R_ARESADRESYICO_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;R_ARESBASICICOREP_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;R_ARESBASICICO_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;R_ARESLIDEICOREP_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;R_ARESLIDEICO_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;R_ARESNACEICOREP_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;R_ARESNACEICO_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;R_BLRCICOREP_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;R_BLRCICO_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;R_CRIBISOBRATICO_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;R_CRIBISOBRATPOSLICOREP_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;R_CRIBISOBRATPOSLICO_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;R_CRIBISVAROVANIREP_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;R_CRIBISVAROVANI_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;R_DOKLADYREP_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;R_DOKLADY_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;R_FISPROSUMREP_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;R_GEKO_LOG;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;R_GEKOPARAMSREP_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;R_GEKOPARAMS_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;R_GEKOVYSLEDEKREP_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;R_GEKOVYSLEDEK_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;R_ISIRRCREP_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;R_ISIRSUMMARY_LOG;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;R_ISIRSUMMARY_MV;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;MATERIALIZED VIEW;R_ISIRSUMMARY_MV;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;R_ISIRSUMMARY_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;R_KLISUMHODNOTY_LOG;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;R_KLISUMHODNOTY_MV;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;MATERIALIZED VIEW;R_KLISUMHODNOTY_MV;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;R_KLISUMHODNOTY_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;R_KLIZADOSTI_LOG;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;R_KLIZADOSTIREP_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;R_KLIZADOSTI_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;R_OBCHODPRIPAD_LOG;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;R_OBCHODPRIPADRCICO_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;R_REPORT;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;R_REPORTDETAILTRVANI_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;R_REPORTDETAIL_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;R_REPORTMAIN_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;R_REPORTNAVAZANE_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;R_REPORTPOZN;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;R_REPORTSUB;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;R_REPORTSUB_AQL;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;R_REPORTTYPMAIN_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;R_SOLUSPARAMSREP_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;R_SOLUSRCICOREP_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;R_SOLUSRCICO_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;R_SUB_ACIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;R_SUB_CIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;R_TYP_ACIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;R_TYP_CIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;R_TYPSUB_ACIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;R_TYPSUB_CIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;R_TYPVYSLEDEK_ACIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;R_TYPVYSLEDEK_CIS;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;TABLE;R_VINPORTFOLIO_LOG;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;R_VINPORTFOLIO_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;R_VINREP_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;R_VIN_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;R_ZADOSTGEKOHL_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;R_ZADOSTICODOKLADY_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;R_ZADOSTICOHL_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;R_ZADOSTICOLIDE_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;R_ZADOSTICONACE_V;VBLCZ_APEX_200;SELECT;NO;NO
O;DBREAD;VBLCZ_APEX_200;VIEW;R_ZADOSTICOPROVOZOVNY_V;VBLCZ_APEX_200;SELECT;NO;NO
N;DBREAD;VBLCZ_APEX_200;VIEW;R_ZADOSTICOSOLUS_V;VBLCZ_APEX_200;SELECT ;NO;NO
